GSM311598	GSM311599	GSM311600	GSM311601	GSM311602	GSM311603	GSM311604	GSM311605	GSM311606	GSM311607	GSM311608	GSM311609	GSM311610	GSM311611	GSM311612	GSM311613	GSM311614	GSM311615	GSM311616	GSM311617	GSM311618	GSM311619	GSM311620	GSM311621	GSM311622	GSM311623	GSM311624	GSM311625	GSM311626	GSM311627	GSM311628	GSM311629	GSM311630	GSM311631	GSM311632	GSM311633	GSM311634	GSM311635	GSM311636	GSM311637	GSM311638	GSM311639	GSM311640	GSM311641	GSM311642	GSM311643	GSM311644	GSM311645	GSM311646	GSM311647	GSM311648	GSM311649	GSM311650	GSM311651	GSM311652	GSM311653	GSM311654	GSM311655	GSM311656	GSM311657	GSM311658	GSM311659	GSM311660	GSM311661	GSM311662	GSM311663	GSM311664	GSM311665	GSM311666	GSM311667	GSM311668	GSM311669	GSM311670	GSM311671	GSM311672	GSM311673	GSM311674	GSM311675	GSM311676	GSM311677	GSM311678	GSM311679	GSM311680	GSM311681	GSM311682	GSM311683	GSM311684	GSM311685	GSM311686	GSM311687	GSM311688	GSM311689	GSM311690	GSM311691	GSM311692	GSM311693	GSM311694	GSM311695	GSM311696	GSM311697	GSM311698	GSM311699	GSM311700	GSM311701	GSM311702	GSM311703	GSM311704	GSM311705	GSM311706	GSM311707	GSM311708	GSM311709	GSM311710	GSM311711	GSM311712	GSM311713	GSM311714	GSM311715	GSM311716	GSM311717	GSM311718	GSM311719	GSM311720	GSM311721	GSM311722	GSM311723	GSM311724	GSM311725	GSM311726	GSM311727	GSM311728	GSM311729	GSM311730	GSM311731	GSM311732	GSM311733	GSM311734	GSM311735	GSM311736	GSM311737	GSM311738	GSM311739	GSM311740	GSM311741	GSM311742	GSM311743	GSM311744	GSM311745	GSM311746	GSM311747	GSM311748	GSM311749	GSM311750	GSM311751	GSM311752	GSM311753	GSM311754	GSM311755	GSM311756	GSM311757	GSM311758	GSM311759	GSM311760
MYO1B	7.973168	7.800221	7.528634	7.458646	7.42532	7.486852	7.863733	7.509921	7.676112	7.482382	7.386108	7.624326	7.572557	7.510252	7.454865	7.575962	7.547782	7.592668	7.756725	8.221165	7.441726	7.644532	7.999167	7.540584	7.26052	7.623617	7.751131	7.475429	7.381716	7.912279	7.499828	7.314648	7.350103	7.579388	7.087882	7.278024	7.487514	7.462829	7.385788	7.333809	7.370391	7.165979	7.388343	7.168919	7.234751	8.046046	7.554154	7.33005	7.450653	7.711372	7.594385	7.453632	7.668512	7.346872	7.25117	7.821806	7.302876	7.44022	7.511438	7.764687	7.402528	7.487879	7.880665	7.560899	7.299234	8.380355	7.49283	7.387444	7.423836	7.425762	7.707753	7.69858	7.387625	7.483607	8.230939	7.316149	7.59092	7.649419	7.391733	7.807227	7.686269	7.319286	7.728433	7.822362	7.311784	7.299697	8.107783	7.323443	7.588162	7.504	7.213123	7.294202	7.576888	7.857608	7.516165	7.429135	8.316086	7.46415	7.939939	7.624668	7.48092	7.456872	7.515203	8.404468	8.382069	7.5293	7.282196	7.927872	7.595754	7.388397	7.485675	8.036798	7.36236	7.27583	7.949558	7.454797	7.373389	7.633285	7.669767	7.269456	7.603988	7.504833	7.34772	7.553059	7.691181	7.742346	8.096573	8.054355	7.194817	7.330648	7.470449	7.345671	7.734556	7.636771	7.425883	7.430563	7.334463	7.377543	7.233159	7.365989	7.537428	7.387742	7.36165	7.526441	7.301685	7.332911	7.630649	7.2674	7.267191	7.532927	7.42569	7.563884	7.18853	7.438551	7.888153	7.282936	7.607791	7.41742	7.642771	7.119797	7.497523	7.182786	7.643162
NDFIP1	8.773211	10.720137	10.107298	10.942345	11.281853	9.610919	10.585873	10.954292	7.854351	11.032617	10.448802	9.025748	10.282225	11.471673	11.004046	10.340897	10.816861	6.483901	10.843765	9.629216	9.733207	6.597128	10.295741	10.874172	11.423821	10.962425	9.814564	9.478224	10.240077	8.328935	9.291154	10.523505	10.565585	10.225985	10.443048	9.870033	8.225785	10.32363	9.905069	10.591616	11.11438	10.794291	10.210621	6.625625	10.328889	9.455788	8.565593	9.842493	9.928038	9.66096	7.852341	10.537218	11.059181	10.336452	10.625161	9.895689	10.575728	8.959455	9.981872	9.728514	9.904479	11.422756	9.229331	10.700643	9.7769	11.089505	10.062944	10.214494	10.433145	9.436887	9.14411	9.670781	10.030217	8.906462	10.951467	9.480664	8.458874	9.247952	9.401017	8.283445	9.558886	9.502754	11.093146	8.140598	9.638059	9.999236	11.584205	9.864956	10.989113	9.582452	9.459437	9.689538	11.108691	11.329752	10.371125	10.550494	10.697534	9.223231	9.069067	10.317129	10.763139	10.391705	9.679464	10.914142	11.34756	11.248826	10.480893	11.011285	9.083009	9.216808	8.035884	10.986961	9.337875	10.859256	9.772854	7.717098	9.764641	8.861206	10.518057	9.359568	9.48511	9.174535	8.253336	11.136246	10.323669	6.763657	11.677444	9.342034	10.765714	10.97288	8.359843	9.774216	9.37016	10.429096	10.240622	9.794736	9.330024	10.053857	10.335826	9.312342	7.713074	9.563668	9.599657	9.605127	9.438293	10.368765	10.287529	9.40667	8.858306	8.434261	11.067785	6.787898	10.082852	10.880765	7.754575	10.682901	11.110867	10.646012	10.279967	10.112759	10.692788	10.154132	7.50775
NLRP1	8.072104	8.052703	7.922894	8.515138	7.82084	8.355589	7.887911	8.402322	7.971933	8.366204	8.577754	8.215344	8.931627	8.584893	8.525356	8.602763	8.243884	8.055888	8.073681	8.02834	8.351108	7.707261	7.93186	7.918435	8.137257	8.097277	7.91825	7.993178	7.907253	8.108349	8.303054	8.350352	8.218139	8.249175	8.643834	8.233659	7.734696	8.378128	8.242577	8.262293	7.873439	8.148708	8.087221	7.746982	8.598655	8.251146	8.287611	8.477334	8.706417	8.181158	7.970092	8.031637	8.259937	8.365437	8.69744	8.024527	8.30313	8.473252	8.123745	7.924818	8.123457	8.244884	8.154314	8.040066	8.46048	8.083771	8.11766	7.984715	8.037474	7.849527	8.485428	8.213901	8.369523	8.4216	7.899662	7.858093	8.286515	8.292901	7.873823	7.931429	7.890763	8.40695	7.905054	8.288083	8.167475	8.517534	8.152873	8.092508	8.011986	7.763499	8.258323	8.022622	8.278953	8.287553	8.28435	7.960764	8.176335	8.335126	7.78685	8.307283	8.18657	8.039525	8.679254	8.210316	7.997374	8.113451	8.530017	7.924746	8.202331	8.031859	7.780207	8.149396	8.163929	8.088198	8.535519	9.458797	8.363976	8.429514	8.523867	8.176765	8.413935	8.455638	8.079299	8.154201	8.224813	8.216772	8.159742	8.215042	8.63567	8.718459	7.94073	8.922226	7.799029	7.786034	8.061951	8.567416	8.329885	8.189496	8.83956	8.014505	7.914307	8.293908	8.432774	8.069362	7.920425	8.960835	8.440348	8.115432	8.055515	7.971802	8.370385	8.185989	7.76391	8.252301	8.15421	8.684275	8.113769	8.68606	8.369364	8.772307	7.959188	8.208826	7.682969
NPDC1	8.080016	8.287323	7.854303	8.538337	8.41484	8.335905	9.03506	8.144414	8.947732	7.751849	8.387589	8.393009	10.127433	8.263738	8.051458	8.082623	8.767932	9.451518	9.440901	8.899028	8.932168	7.781076	9.617748	9.842205	10.252569	8.737796	8.309055	9.170553	8.817414	8.120498	8.185485	9.683033	8.147344	8.028163	8.205321	8.334736	7.997881	8.367729	8.129373	8.345039	7.904913	10.766378	8.303137	7.895147	7.985859	9.813056	8.270146	8.783375	8.64552	8.132927	7.964883	8.083364	9.616299	9.687638	8.109289	8.900057	9.045038	8.046252	9.916568	8.758963	9.256058	11.047705	8.900442	8.083657	8.432436	9.722254	8.431441	7.662681	9.096897	8.316929	8.064146	10.442014	8.244338	8.718109	11.134839	8.110488	7.97923	8.416225	9.47236	10.216701	9.93254	8.075904	9.109349	8.017359	9.022497	7.922567	9.657301	8.285851	8.371794	10.021568	8.568364	9.015351	8.527725	9.351011	8.141188	10.772547	10.643165	8.595078	10.669278	9.257819	8.458434	9.917826	8.346684	11.245095	10.344809	9.393929	8.293902	10.27703	8.101099	8.571371	7.964958	8.815249	8.144911	8.115543	8.406001	10.946579	8.815333	8.239614	8.610608	8.0197	8.235064	8.264378	7.981284	7.725158	7.681681	8.133369	8.837075	8.772765	8.188023	8.60656	9.052165	8.724638	8.715008	8.253449	8.033845	8.121079	7.989495	8.423054	8.200958	8.267722	8.063355	8.01973	8.142238	8.36769	10.137286	8.202279	8.460872	8.474891	8.33357	7.975178	7.960919	7.929621	8.4715	7.912747	7.916467	7.97427	7.806479	8.559383	9.779593	8.196151	8.022029	8.026826	7.906755
P4HB	11.263005	11.072597	11.105271	11.782798	11.601043	11.407299	11.126518	12.249619	11.379002	12.395142	12.27721	11.692134	10.501948	12.208899	11.792096	12.277135	12.783719	10.159057	11.398176	12.284959	11.372701	11.519584	12.198703	10.695614	11.821026	12.110674	11.367452	12.764749	11.792188	9.586102	12.05643	11.633918	11.62063	12.325149	12.622606	12.076909	11.833079	10.9482	12.088995	12.850665	11.528497	12.16562	11.957713	11.413844	12.948518	11.806447	12.251414	11.738764	13.02606	11.212245	12.491104	12.570706	11.884098	11.214205	12.160699	11.281827	12.644298	12.097146	12.470325	12.110869	11.517034	12.148123	9.429977	11.868646	11.698226	12.780403	12.32574	12.089347	11.589773	11.898455	11.781783	12.890125	12.245275	11.303594	11.699992	10.670119	11.117378	11.279529	10.344068	9.875127	12.156007	12.093319	11.404833	11.143925	12.19631	12.601988	11.21154	11.627975	12.041747	12.405658	12.911514	12.304558	9.701119	12.180566	12.446244	10.808582	11.591479	11.971351	11.210257	11.778475	11.940959	11.796019	10.460578	12.522586	11.058499	12.162278	12.49079	12.093191	10.321342	10.311103	12.069129	12.815412	11.838767	12.212228	12.58406	11.767787	12.178207	11.096527	11.749921	11.9473	10.567121	11.968179	12.463911	11.96027	10.646571	10.231557	11.546456	10.386584	12.856497	11.804481	13.061454	11.725304	10.234759	11.471685	12.550489	12.973289	13.117801	12.062045	12.192922	11.98453	11.043588	10.793089	12.655839	11.813601	11.584535	12.184226	12.441601	11.443168	10.847605	12.106679	11.283083	10.162407	12.257473	12.234271	9.590555	12.189714	11.710011	12.541848	11.458749	12.178793	12.016626	12.062189	9.758076
PBX3	10.273584	9.53965	9.421773	8.442851	8.815093	8.373952	11.666811	11.052511	11.565787	11.586492	11.159571	9.998125	9.918024	11.061931	11.13449	10.329046	11.206578	10.228223	10.656397	9.999112	11.519294	8.536782	11.178666	10.275828	10.559611	10.544045	9.322218	9.823492	9.804086	8.685031	9.521508	9.299583	9.29228	11.486936	11.625857	11.146781	9.193452	10.347065	10.243201	11.151582	9.332882	10.151318	9.413238	9.464516	11.718464	10.654146	9.668557	9.553966	12.23777	10.052191	8.996742	11.806622	11.265632	9.425732	11.383865	11.300008	10.917384	10.4942	9.370036	11.64593	11.770874	9.575545	8.987626	11.583055	9.416905	11.704943	9.223516	9.244316	11.443036	9.132397	10.887205	10.192157	10.582133	7.903572	11.477844	10.678104	9.964595	8.505278	9.707206	8.727713	11.947708	9.009794	11.526225	8.80701	9.371287	10.223867	12.14885	8.952204	10.095295	10.714632	9.733415	10.819318	9.315044	11.231747	8.867961	9.467329	11.596307	8.436714	11.10099	10.138433	11.052603	9.723547	8.981647	11.175734	11.120133	10.430088	10.638104	11.436064	9.044722	9.336262	9.222786	10.446784	9.152083	10.454712	10.177863	9.495498	11.726564	11.051551	8.934066	8.467939	8.840754	9.371879	9.048959	11.567898	10.45924	8.531352	12.053877	9.52712	12.069108	10.480314	11.792149	9.824261	11.175308	9.587599	9.828488	9.809158	10.390288	11.849027	10.659337	10.381521	8.448374	10.964988	10.453715	10.500807	9.589924	10.872725	10.887834	9.504954	10.215754	10.034698	11.245012	8.47158	10.887512	11.142754	9.783895	11.38335	10.801682	11.727315	10.510537	10.594918	8.978569	9.005924	8.366133
PDCD1	8.575808	8.567279	8.498139	8.532016	8.480125	8.685114	8.504715	8.297992	8.534365	8.327159	8.616016	8.708973	8.638175	8.450593	8.275408	8.634841	8.507362	8.553881	8.623069	8.633961	8.436697	8.479281	8.691862	8.601383	8.587429	8.421065	8.425975	8.691962	8.542703	8.390589	8.392034	8.746508	8.441766	8.576193	8.674747	8.321505	8.533306	8.211921	8.381487	8.476623	8.669601	8.546345	8.655465	8.449534	8.560099	8.460572	8.594596	8.452241	8.476578	8.561899	8.602041	8.42276	8.572826	8.421687	8.555674	8.654187	8.698098	8.564166	8.544093	8.536334	8.453434	8.636608	8.549904	8.379382	8.603844	8.425425	8.709702	8.284107	8.660362	8.677307	8.446409	8.487193	8.563222	8.64368	8.583304	8.663632	8.48707	8.495939	8.575566	8.571725	8.402602	8.631438	8.645078	8.486614	8.880521	8.713952	8.330853	8.850736	8.564381	8.674863	8.708141	8.62927	8.578067	8.450211	8.483918	8.959947	8.612164	8.69314	8.56779	8.610519	8.443624	8.569346	8.66258	8.495644	8.54864	8.640203	8.533338	8.534994	8.594145	8.648014	8.732603	8.63245	8.623966	8.562906	8.553478	8.817407	8.65056	8.572357	8.704624	8.711914	8.699172	8.753948	8.511649	8.816647	8.503979	8.686876	8.512804	8.687015	8.454699	8.564146	8.525637	8.751626	8.574539	8.68389	8.399519	8.561888	8.619645	8.801002	8.584169	8.525888	8.665223	8.760947	8.543762	8.647343	8.568261	8.421122	8.553897	8.566918	8.546125	8.475025	8.531076	8.701422	8.73381	8.355649	8.661101	8.506324	8.365741	8.605818	8.567686	8.544714	8.524551	8.507554	8.405241
PLA2G4A	6.889729	7.060339	6.895486	7.22994	7.042104	6.445525	7.655143	8.167893	7.568053	7.467776	8.685926	6.998758	7.299147	7.393034	7.807423	7.609245	8.047226	6.228146	7.691164	6.559951	8.589914	6.61169	6.834841	7.186071	9.098797	8.658887	6.505069	7.730105	6.922889	6.940674	7.342327	7.153368	7.003115	7.425989	8.664809	7.303058	6.667921	7.329753	6.914818	7.003567	6.859146	7.207389	6.701549	7.326778	8.940454	6.384041	6.352322	7.015634	6.884766	8.148285	6.888996	7.564093	7.912618	6.927553	7.926739	6.75897	7.744575	7.114372	6.748795	6.504646	6.841901	6.777242	6.630905	8.245163	6.409244	8.391488	6.48704	6.703728	7.667855	6.764886	6.546646	7.124069	7.370133	6.813718	7.319374	7.407786	7.013632	6.713879	7.191138	6.417242	9.200052	6.589591	7.840519	7.069701	6.517087	7.330057	10.472002	6.438405	6.902266	8.492876	6.849659	7.184155	8.067304	8.448559	6.516566	7.27914	8.386255	6.008894	7.440224	8.862285	8.300805	6.652805	6.271246	8.225554	8.259852	7.289123	7.485711	8.347142	6.652242	6.899604	6.891131	7.944062	8.159129	7.518195	7.77812	6.360785	8.238393	6.636583	7.206872	6.876443	6.123286	6.590319	6.917753	7.398367	7.252039	6.778085	9.101358	7.075394	6.9694	6.947319	6.834707	6.289583	8.30063	7.957187	6.773904	6.902021	8.009452	8.711781	7.579179	7.866224	6.793812	8.062108	7.53356	7.371467	6.781789	7.830979	7.457663	7.19116	7.670247	6.931318	8.785637	5.953095	7.574632	7.811254	6.399171	6.749038	8.26954	8.424354	7.063026	7.493512	6.671617	5.974811	7.407428
PLCG1	8.915867	9.008633	8.83908	9.084001	9.045546	9.235499	8.870359	8.710654	8.718989	8.906862	8.753103	8.912118	9.755993	8.926114	8.995522	8.994665	8.946917	8.875143	9.010521	9.02552	8.920883	8.899264	8.977372	9.018451	9.692341	8.8508	9.168239	8.911528	9.111488	9.225904	8.962331	8.842186	9.028777	8.998797	9.022549	9.155791	8.873917	9.304728	9.076365	8.97915	9.287982	8.734168	9.0413	8.821712	9.012129	9.08025	9.152441	9.185685	9.022895	8.742089	8.941366	9.064762	8.974272	9.092284	9.037846	9.06564	9.046696	9.035303	9.247105	9.037193	8.943773	9.060065	9.197598	8.850934	9.49481	8.865307	9.110229	9.160682	8.883808	9.131822	9.111299	9.231377	8.815835	9.072165	8.801505	9.147879	8.856941	9.028586	9.050932	8.962427	9.020151	9.005781	8.891712	9.097818	9.041273	8.950238	8.903898	9.280052	9.004368	8.920595	8.84025	9.002071	9.273738	8.904587	9.044645	9.14092	8.940194	9.17397	8.828317	9.002201	8.875087	9.023429	9.270509	9.203601	8.703868	8.949978	9.079231	8.919835	9.025156	9.138831	8.769539	8.871498	9.251239	9.087972	8.984502	9.490106	8.982861	9.090588	9.068456	8.999686	9.169727	9.229963	9.057958	8.974967	8.945616	9.084766	8.898612	9.036633	9.113852	9.145315	9.011226	9.372461	8.861427	9.047072	9.27712	8.852861	8.949661	9.028054	8.886876	9.052405	9.041395	9.05935	8.849447	8.93706	8.77839	8.951776	8.975672	8.880454	9.194153	9.10021	8.922288	9.101851	9.179694	9.006508	9.12741	8.962542	8.86446	8.943859	9.068573	9.043557	9.077616	9.34106	8.916883
PLOD3	9.60856	9.851197	10.190007	10.450647	10.221658	10.172937	10.237937	10.866661	9.937186	11.476473	10.758039	9.955308	9.404609	10.902998	10.86783	10.68988	11.041747	9.681329	10.390309	10.318041	10.147337	10.299564	10.687743	10.542121	10.814798	11.38005	9.659486	10.361442	10.092594	9.506909	10.144553	10.447758	10.335367	10.314627	10.849257	10.385606	10.243743	10.115687	10.469949	10.897441	10.032283	10.643967	10.271118	10.686008	10.627521	10.195231	9.913035	10.004161	10.187477	10.286699	10.57136	10.565533	10.293843	10.456413	10.853053	10.146873	10.824336	10.006125	10.201998	10.253946	10.318771	10.504749	9.841447	10.643803	10.323503	10.577668	10.241719	10.412499	10.348227	10.493959	9.789574	10.602515	10.467308	9.680232	10.344235	10.286293	9.274592	9.764861	10.242985	9.245058	10.453718	9.685152	10.414738	9.638633	10.073985	10.810566	10.451952	9.731931	10.432473	10.65078	10.42938	10.206701	9.925955	10.991648	10.358049	10.374045	10.701414	10.382886	10.148455	10.008535	10.415578	10.305571	9.409507	10.840535	10.567466	10.715196	10.673065	10.71941	9.79491	9.39292	10.377787	10.55436	9.823655	10.491741	10.539789	10.270831	10.506523	9.639201	10.368278	10.604137	9.497489	10.213356	10.51442	10.378725	10.206709	9.403371	10.128083	9.631367	10.669094	10.816891	10.28534	9.906145	9.909898	10.390123	10.578198	10.857226	10.565179	10.318613	10.985347	10.297351	10.118342	10.186497	9.714763	10.278365	9.751628	10.53719	10.828895	9.972	10.132564	9.903794	10.962715	9.389958	10.694813	10.950908	9.783019	10.584468	10.613968	10.617886	10.236543	10.684331	10.272807	10.111836	9.733125
PLXNC1	7.353099	8.631878	8.167365	8.750166	7.650505	7.999891	7.430573	7.831036	7.64239	8.064608	8.033339	7.558727	8.712133	8.553462	9.144239	8.323293	7.827372	7.147602	8.266424	7.435109	8.280281	8.118998	7.33536	8.014195	8.997229	8.179439	7.932794	8.09213	8.319527	7.84036	8.105209	7.926009	8.666848	7.594204	8.788603	7.979311	8.41754	8.522977	7.778131	7.608241	7.469593	8.030736	7.974731	8.60855	8.193369	7.52313	7.674395	8.417235	7.583275	7.884257	8.635454	7.83003	7.946523	8.100258	8.149495	7.888571	8.262246	8.110067	7.643297	7.131198	7.528089	8.236234	7.986247	8.573162	8.806782	7.624299	8.668054	8.502285	7.988831	7.182206	8.014022	7.542261	8.011522	8.08868	7.178508	8.198239	8.073622	8.16649	7.762424	8.045239	7.826957	8.024469	7.879357	7.492301	7.996277	7.652009	8.811724	7.745335	7.954872	7.206101	8.102089	8.127768	9.277191	7.749884	7.98283	8.256692	7.068943	8.212955	7.446499	8.020189	7.498828	8.257321	7.619406	7.30739	7.787019	7.944742	8.795178	7.932689	8.11449	8.143837	8.28302	8.184256	8.072717	7.611897	7.908162	8.048663	7.8319	7.932255	7.954656	8.293317	7.668503	8.190585	7.900496	8.390938	8.653332	8.371934	8.896697	7.651513	8.389411	9.112383	7.462402	7.715714	8.022351	7.321618	8.049681	7.861871	7.673083	8.330004	7.680898	7.715347	8.07704	8.086682	7.719281	7.798169	8.267865	8.153148	7.701378	7.897697	8.623372	7.66665	8.579017	7.867797	8.121231	8.236995	7.483891	8.185485	8.610037	9.108143	8.020366	7.868888	7.631002	8.551356	8.612438
PSMA7	9.052316	9.214726	10.174428	10.430382	10.266808	9.586444	10.643165	11.359201	11.090197	11.124836	11.04227	10.869347	10.296644	11.397349	11.008715	10.6014	10.946372	9.715886	10.376846	10.226334	10.218593	10.785844	10.701935	10.391912	11.516981	11.333959	9.581026	10.226565	11.054987	8.913502	10.417291	10.493745	10.452117	10.956836	11.399349	10.852043	11.251767	11.245687	10.834712	10.946612	10.64789	11.141273	10.828532	10.865565	11.084874	10.164153	10.31683	10.634934	10.766522	10.158156	10.676192	10.869242	10.546084	10.672721	11.267968	10.348897	10.897507	10.509484	10.8396	11.176407	10.900504	10.877089	8.82781	10.337625	10.956571	10.877629	10.451267	10.029387	10.539096	10.834124	9.53503	9.747836	11.230327	9.86054	11.237737	10.616502	9.587468	9.672591	10.283304	9.950169	10.458646	10.711779	11.261998	9.416652	9.999656	10.584569	10.835733	10.036527	10.483499	11.233348	10.257389	10.693781	10.445723	10.422774	10.475699	10.749625	10.643431	10.168012	10.232305	10.501762	11.538304	10.628894	9.168204	11.067818	10.539183	11.337713	11.14361	10.772028	10.224927	10.234061	10.745926	10.688171	10.416235	10.297988	10.206756	9.741713	10.274764	9.141956	9.722104	10.397939	9.04585	9.284194	10.449357	10.431261	9.059026	8.782313	11.101133	9.015848	10.666534	10.372317	10.549866	9.560873	10.6773	11.07446	10.261874	10.313986	10.198772	11.38311	11.353218	10.077654	9.900291	10.166563	10.510931	10.36975	10.184724	10.62469	10.89046	10.13715	10.176643	9.576289	10.786664	9.523948	10.773962	10.948351	8.901402	10.660218	11.069707	10.768362	10.486225	10.498613	10.63696	10.945678	9.781595
PTP4A3	8.43997	8.327847	8.360296	8.859317	8.404612	8.612041	8.438138	8.4605	8.575317	8.173417	8.340338	8.27867	8.872972	8.553628	8.442475	8.249455	8.67899	8.700176	8.804716	8.421094	8.668904	8.629971	8.75248	9.070204	9.241519	8.421477	8.395123	8.258902	8.418673	8.410437	8.241151	8.60248	8.448142	8.856351	8.531505	8.420465	8.358298	8.344019	8.322917	8.285543	8.494587	8.358761	8.477238	8.082892	8.473221	8.822815	8.326761	8.406496	8.164001	8.367123	8.241915	8.294389	8.708968	8.620185	8.2873	8.378113	8.54831	8.325151	8.361217	8.332421	8.237271	8.734561	8.453889	9.462452	8.657814	8.540069	8.236294	8.358305	9.003669	8.420341	8.404772	8.621473	8.537376	8.485427	9.111756	8.231063	8.424912	8.310826	8.446685	8.404363	8.476466	8.287629	8.911235	8.409111	8.553239	8.41026	9.098628	8.62123	8.397743	8.379934	8.606043	8.406239	8.349587	9.121777	8.454498	8.766497	9.543552	8.721355	8.747517	8.943315	8.64901	8.689824	8.639366	9.292041	9.581859	9.120155	8.376796	9.314813	8.370381	8.369604	8.481105	8.562105	8.378837	8.37418	8.677166	8.85477	8.956964	8.489161	8.848417	8.307075	8.418912	8.617658	8.273742	8.363058	8.356027	8.407929	8.759448	8.264387	8.38196	8.66619	8.385223	8.65406	8.47389	8.265684	8.347473	8.284223	8.503898	9.019158	8.388267	8.375745	8.359132	8.45293	8.47447	8.676803	8.342549	8.449417	8.250018	8.481948	8.036357	8.523164	8.340103	8.306179	8.476073	8.169619	8.577257	8.322624	8.893679	8.380896	8.663247	8.41533	8.446202	8.32201	8.234376
REC8	9.300875	9.79214	9.446346	10.176388	10.468546	9.293415	9.853992	9.360789	10.763651	9.634265	9.244625	9.650158	9.934735	9.924872	9.767313	10.592582	9.640564	9.242029	9.895861	9.649118	10.087498	9.150299	10.536638	9.875627	9.285871	10.521263	9.309251	9.325279	10.294668	9.349557	9.753552	10.044597	9.452339	10.669433	9.945136	9.84407	9.44111	9.761264	9.688946	9.748623	10.183902	9.834137	9.61495	9.563365	10.159764	11.068101	9.86497	10.002704	9.978605	9.733875	9.439611	9.456245	10.741823	10.660602	9.61778	9.684258	9.945694	10.06267	11.012175	10.47374	10.100846	10.444698	9.519592	9.999077	10.28353	9.218798	10.149883	9.510449	10.456995	10.085113	9.846961	9.665322	9.68291	10.109673	11.459782	9.866793	9.593301	10.065961	9.3087	9.802274	9.266116	9.673159	11.027948	9.651378	9.451245	9.536251	10.843823	9.873714	9.411422	9.527485	9.262028	9.52277	9.812949	10.757866	9.908729	9.805998	10.621176	9.773697	10.239822	10.413834	10.350808	9.530322	9.471252	9.749916	9.702335	10.494554	9.502714	9.294016	9.87155	9.887157	9.291389	9.311762	9.692775	10.107558	9.8056	9.644097	9.597515	9.68376	9.287814	9.544789	9.516105	9.614953	9.397477	9.429648	9.697867	9.672406	10.874968	9.893739	9.703978	10.074568	9.713739	9.456237	10.19036	9.591076	9.922209	9.771097	10.202253	9.513066	9.910753	9.776707	9.21242	9.842748	9.807655	9.517648	10.890884	9.803708	9.313605	10.378817	9.985093	9.377528	9.855104	9.545289	10.101248	9.311459	9.527981	9.590075	10.002279	9.824812	9.961249	9.656144	11.372188	10.0762	9.359986
SLC24A3	8.081728	8.202793	7.893144	7.599722	7.580103	7.312187	8.178884	7.465816	7.160604	7.536044	7.413306	7.324228	7.039769	7.420676	7.388818	7.251153	7.57167	7.461064	7.674875	8.226538	7.471739	7.129813	8.527091	7.083103	7.052768	7.017908	7.235312	7.125309	7.502711	7.51821	7.280002	7.073195	7.364604	7.632488	7.929332	7.602843	7.039829	8.284149	7.864546	7.497458	7.702895	7.095438	7.197041	6.995771	7.215988	8.986276	7.21007	7.5149	8.418652	7.42827	7.676153	7.844778	7.617748	8.492857	7.406664	8.871943	7.274368	6.893549	7.696373	8.893532	9.155169	7.654487	7.403888	7.374848	6.939381	8.239427	7.656161	7.678309	7.326475	7.034715	7.973186	7.967163	7.063741	7.177662	7.69685	7.322605	7.468157	7.335176	7.153677	7.10616	7.770713	7.071174	8.259016	7.350454	7.129065	7.180278	8.261874	7.083506	7.484713	7.30736	7.048163	7.198385	8.131943	7.758617	7.074286	7.015554	8.118477	7.093148	8.517402	8.123766	7.489758	7.551972	7.044716	8.109397	7.255341	7.232512	7.450314	7.319947	7.454223	7.814794	7.257071	7.574841	7.019981	7.869883	8.773864	6.822198	8.096078	9.263116	7.262522	7.161822	7.262795	7.327833	7.154737	8.27377	7.566746	7.372418	7.726015	7.59195	8.018198	7.475305	8.152563	7.884166	7.584671	8.730695	7.188564	7.175913	7.012544	7.277994	7.232221	7.263965	8.187881	7.403992	7.144031	7.524233	8.445001	7.170695	7.310573	7.352103	7.193316	7.848767	7.177729	7.271338	7.56383	7.596202	8.901118	7.386747	7.894449	7.017135	7.183311	7.394217	7.219932	8.832562	7.329114
